evaluation_id,song,original_mix_name,mix_id,participant_id,evaluator_institution_code,mixer_identity_fields,self_rating_identifiable,self_rating_flag,evidence,exclusion_feasible,notes
evaluation_c1fa2fd3f1c9,No Prize,McG-M,mix_22ae53b1c0f8,participant_smc_smc_24,SMC,mixer_id=McG-M; legacy_mix_code=McG-M; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_bfc042cb27be,No Prize,McG-M,mix_22ae53b1c0f8,participant_smc_smc_8,SMC,mixer_id=McG-M; legacy_mix_code=McG-M; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5f57a7c5f140,No Prize,McG-M,mix_22ae53b1c0f8,participant_smc_smc_21,SMC,mixer_id=McG-M; legacy_mix_code=McG-M; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_3f3ab00e43a0,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_suba,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ff9a522d695a,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_a,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7b8f4bf9e286,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg2,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_b33e29687bbe,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_d,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_456351543473,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_c,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9c3e23eda2ab,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg6,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_f7610aa9b507,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_pro2,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4b8e5589834c,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg8,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_f6f0df058c10,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_subc,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e35d262e77bb,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_f,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9b067202b34c,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg3,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_0f2458fe2ab8,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg5,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_81498c56e46e,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_h,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_537f038fdf51,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_subd,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_92fe1b98d88b,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg4,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_2f1e4fa6605c,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_b,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_482e5d5c9230,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_subh,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4bba67d3a3f4,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_e,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5e99bc0ae0f6,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg1,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_2e972323ebf3,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mcg_pro1,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e2ab27d3344a,No Prize,McG-N,mix_76cfb2bccc8d,participant_mcg_mg9,McG,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4ef44f3355e2,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_12,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_803008d57cd9,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_21,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_fdf352c00e38,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_5,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5b673b452120,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_8,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ff0437b185b3,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_2,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_82beee042812,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_1,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_c94455e8c180,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_18,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_6445aa87bf20,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_2,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5ce569d6f080,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_3,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1951ba58bede,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_20,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_2cfa513cd1ae,No Prize,McG-N,mix_76cfb2bccc8d,participant_qm_qm_19,QM,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ecb2c35384e6,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_6,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_a08da097ad8c,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_5,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_831f50561450,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_20,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_fa571c06113d,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_24,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_36a836a227a1,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_8,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_6e96d8acf3aa,No Prize,McG-N,mix_76cfb2bccc8d,participant_smc_smc_21,SMC,mixer_id=McG-N; legacy_mix_code=McG-N; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_bb86c601b683,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_suba,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7d5c1c9ba1bc,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_a,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_bb06b4aee6e4,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg2,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_3d0322e412de,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_d,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_66bd3a4f175b,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_c,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_6f9ff8ba6b1a,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg6,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_4cb3f1566b8e,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_pro2,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_738c7ef2b6ba,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg8,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_f32430f2ba7e,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_subc,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_40b3b8fe0a3f,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_f,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7663207850fb,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg3,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_a1ebc9ce4442,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg5,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_ff67fd825d66,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_h,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_5b02eaba372e,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_subd,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_b8b7c4397be8,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg4,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_b98d88103bf7,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_b,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_06ed66848bdf,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_subh,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_56d2c81ef497,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_e,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_323be7b79a99,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg1,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_68eb230cc9a2,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mcg_pro1,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_f985c2d63c77,No Prize,McG-O,mix_f959e52ab387,participant_mcg_mg9,McG,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_cd1861d0a308,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_12,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_663e34b62496,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_21,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_dc5435ac8f5d,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_5,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_377d8a162097,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_8,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1698a9ba3870,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_2,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7bb4d8d6ac54,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_1,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_7793e9220897,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_18,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_9da19a9903bf,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_2,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1b83d516036f,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_3,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_779c5e53a0bc,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_20,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_8cb346a5cf84,No Prize,McG-O,mix_f959e52ab387,participant_qm_qm_19,QM,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_bc80325beeb7,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_6,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_e517fa895e95,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_5,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_948eb1bcd682,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_20,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_47a2ce58427a,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_24,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_1aa33891f140,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_8,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
evaluation_b3e8f1296c68,No Prize,McG-O,mix_f959e52ab387,participant_smc_smc_21,SMC,mixer_id=McG-O; legacy_mix_code=McG-O; mixer_institution_code=McG,false,,"No explicit participant-to-mixer identity mapping or creator/evaluator flag found in evaluations.csv, mixes.csv, retained feature table, or SCHEMA.md.",false,Institution equality alone was not used as self-rating evidence.
