canonical_request_key,prediction_example_id,participant_id,group,heldout_trial_id,episode,song_id,condition,actual_rating_A,actual_rating_B,actual_rating_C,actual_rating_D,actual_rating_E,actual_preferred_mix,actual_top_tie_set_json,actual_ranking_json,tie_status,top_tie_count,candidate_mapping_json
P016__heldout__P016__trial_03__personalised_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_03,P016,group_01,P016__trial_03,EDR-2,id_like_to_know,personalised_history,51,27,72,37,60,C,"[""C""]","{""A"":3.0,""B"":5.0,""C"":1.0,""D"":4.0,""E"":2.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_82d60d7c7fc5"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s5.wav"",""presentation_label"":""A"",""stimulus_id"":""id_like_to_know_pxl_s5"",""z_CF"":-0.1527662554529231,""z_RMS"":-0.3583378408524605,""z_SW"":0.7972705919658362},""B"":{""actual_mix_id"":""mix_65f41f41d3ab"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s3.wav"",""presentation_label"":""B"",""stimulus_id"":""id_like_to_know_pxl_s3"",""z_CF"":-1.065060189455143,""z_RMS"":0.3234844364321996,""z_SW"":-1.1651773700507613},""C"":{""actual_mix_id"":""mix_9ffcd672af17"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s1.wav"",""presentation_label"":""C"",""stimulus_id"":""id_like_to_know_pxl_s1"",""z_CF"":-0.579304038497624,""z_RMS"":-0.5659114167269081,""z_SW"":-0.4851205015292653},""D"":{""actual_mix_id"":""mix_6f8b655d7999"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s2.wav"",""presentation_label"":""D"",""stimulus_id"":""id_like_to_know_pxl_s2"",""z_CF"":-1.1874673519330532,""z_RMS"":0.5329997864789321,""z_SW"":-0.7637519766505488},""E"":{""actual_mix_id"":""mix_b393d3919c78"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s7.wav"",""presentation_label"":""E"",""stimulus_id"":""id_like_to_know_pxl_s7"",""z_CF"":-0.6188407399054331,""z_RMS"":-0.867056238017743,""z_SW"":-0.3229009373128245}}"
P016__heldout__P016__trial_04__non_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_04,P016,group_01,P016__trial_04,EDR-2,lead_me,non_history,71,22,20,26,79,E,"[""E""]","{""A"":2.0,""B"":4.0,""C"":5.0,""D"":3.0,""E"":1.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_d3e3580b6e30"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/mcg_pro2.wav"",""presentation_label"":""A"",""stimulus_id"":""lead_me_mcg_pro2"",""z_CF"":0.8594252384169624,""z_RMS"":2.9805308263561203,""z_SW"":-0.9263284806752846},""B"":{""actual_mix_id"":""mix_f1f7973e5bac"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_d.wav"",""presentation_label"":""B"",""stimulus_id"":""lead_me_du_d"",""z_CF"":-1.548717422055362,""z_RMS"":0.7402857811167308,""z_SW"":0.3280479404435016},""C"":{""actual_mix_id"":""mix_c7d9a071ba25"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l4.wav"",""presentation_label"":""C"",""stimulus_id"":""lead_me_pxl_l4"",""z_CF"":-0.8412121981784734,""z_RMS"":-0.0552007785055364,""z_SW"":0.8321106863211235},""D"":{""actual_mix_id"":""mix_d5b28dfc8a93"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l1.wav"",""presentation_label"":""D"",""stimulus_id"":""lead_me_pxl_l1"",""z_CF"":-0.3677713699084406,""z_RMS"":-0.0024436394808062,""z_SW"":-1.2816942263900757},""E"":{""actual_mix_id"":""mix_271852ba8676"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_e.wav"",""presentation_label"":""E"",""stimulus_id"":""lead_me_du_e"",""z_CF"":0.5199952869185839,""z_RMS"":-1.0250576971995913,""z_SW"":-0.8666083508697964}}"
P016__heldout__P016__trial_04__personalised_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_04,P016,group_01,P016__trial_04,EDR-2,lead_me,personalised_history,71,22,20,26,79,E,"[""E""]","{""A"":2.0,""B"":4.0,""C"":5.0,""D"":3.0,""E"":1.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_d3e3580b6e30"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/mcg_pro2.wav"",""presentation_label"":""A"",""stimulus_id"":""lead_me_mcg_pro2"",""z_CF"":0.8594252384169624,""z_RMS"":2.9805308263561203,""z_SW"":-0.9263284806752846},""B"":{""actual_mix_id"":""mix_f1f7973e5bac"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_d.wav"",""presentation_label"":""B"",""stimulus_id"":""lead_me_du_d"",""z_CF"":-1.548717422055362,""z_RMS"":0.7402857811167308,""z_SW"":0.3280479404435016},""C"":{""actual_mix_id"":""mix_c7d9a071ba25"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l4.wav"",""presentation_label"":""C"",""stimulus_id"":""lead_me_pxl_l4"",""z_CF"":-0.8412121981784734,""z_RMS"":-0.0552007785055364,""z_SW"":0.8321106863211235},""D"":{""actual_mix_id"":""mix_d5b28dfc8a93"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l1.wav"",""presentation_label"":""D"",""stimulus_id"":""lead_me_pxl_l1"",""z_CF"":-0.3677713699084406,""z_RMS"":-0.0024436394808062,""z_SW"":-1.2816942263900757},""E"":{""actual_mix_id"":""mix_271852ba8676"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_e.wav"",""presentation_label"":""E"",""stimulus_id"":""lead_me_du_e"",""z_CF"":0.5199952869185839,""z_RMS"":-1.0250576971995913,""z_SW"":-0.8666083508697964}}"
P016__heldout__P016__trial_05__non_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_05,P016,group_01,P016__trial_05,EDR-1,lead_me,non_history,49,40,59,30,22,C,"[""C""]","{""A"":2.0,""B"":3.0,""C"":1.0,""D"":4.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_271852ba8676"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_e.wav"",""presentation_label"":""A"",""stimulus_id"":""lead_me_du_e"",""z_CF"":0.5199952869185839,""z_RMS"":-1.0250576971995913,""z_SW"":-0.8666083508697964},""B"":{""actual_mix_id"":""mix_f1f7973e5bac"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_d.wav"",""presentation_label"":""B"",""stimulus_id"":""lead_me_du_d"",""z_CF"":-1.548717422055362,""z_RMS"":0.7402857811167308,""z_SW"":0.3280479404435016},""C"":{""actual_mix_id"":""mix_c7d9a071ba25"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l4.wav"",""presentation_label"":""C"",""stimulus_id"":""lead_me_pxl_l4"",""z_CF"":-0.8412121981784734,""z_RMS"":-0.0552007785055364,""z_SW"":0.8321106863211235},""D"":{""actual_mix_id"":""mix_d3e3580b6e30"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/mcg_pro2.wav"",""presentation_label"":""D"",""stimulus_id"":""lead_me_mcg_pro2"",""z_CF"":0.8594252384169624,""z_RMS"":2.9805308263561203,""z_SW"":-0.9263284806752846},""E"":{""actual_mix_id"":""mix_d5b28dfc8a93"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l1.wav"",""presentation_label"":""E"",""stimulus_id"":""lead_me_pxl_l1"",""z_CF"":-0.3677713699084406,""z_RMS"":-0.0024436394808062,""z_SW"":-1.2816942263900757}}"
P016__heldout__P016__trial_05__personalised_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_05,P016,group_01,P016__trial_05,EDR-1,lead_me,personalised_history,49,40,59,30,22,C,"[""C""]","{""A"":2.0,""B"":3.0,""C"":1.0,""D"":4.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_271852ba8676"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_e.wav"",""presentation_label"":""A"",""stimulus_id"":""lead_me_du_e"",""z_CF"":0.5199952869185839,""z_RMS"":-1.0250576971995913,""z_SW"":-0.8666083508697964},""B"":{""actual_mix_id"":""mix_f1f7973e5bac"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/du_d.wav"",""presentation_label"":""B"",""stimulus_id"":""lead_me_du_d"",""z_CF"":-1.548717422055362,""z_RMS"":0.7402857811167308,""z_SW"":0.3280479404435016},""C"":{""actual_mix_id"":""mix_c7d9a071ba25"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l4.wav"",""presentation_label"":""C"",""stimulus_id"":""lead_me_pxl_l4"",""z_CF"":-0.8412121981784734,""z_RMS"":-0.0552007785055364,""z_SW"":0.8321106863211235},""D"":{""actual_mix_id"":""mix_d3e3580b6e30"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/mcg_pro2.wav"",""presentation_label"":""D"",""stimulus_id"":""lead_me_mcg_pro2"",""z_CF"":0.8594252384169624,""z_RMS"":2.9805308263561203,""z_SW"":-0.9263284806752846},""E"":{""actual_mix_id"":""mix_d5b28dfc8a93"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_a_lead_me/pxl_l1.wav"",""presentation_label"":""E"",""stimulus_id"":""lead_me_pxl_l1"",""z_CF"":-0.3677713699084406,""z_RMS"":-0.0024436394808062,""z_SW"":-1.2816942263900757}}"
P016__heldout__P016__trial_06__non_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_06,P016,group_01,P016__trial_06,EDR-1,id_like_to_know,non_history,61,73,45,55,55,B,"[""B""]","{""A"":2.0,""B"":1.0,""C"":5.0,""D"":3.5,""E"":3.5}",non_top_tie,1,"{""A"":{""actual_mix_id"":""mix_65f41f41d3ab"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s3.wav"",""presentation_label"":""A"",""stimulus_id"":""id_like_to_know_pxl_s3"",""z_CF"":-1.065060189455143,""z_RMS"":0.3234844364321996,""z_SW"":-1.1651773700507613},""B"":{""actual_mix_id"":""mix_9ffcd672af17"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s1.wav"",""presentation_label"":""B"",""stimulus_id"":""id_like_to_know_pxl_s1"",""z_CF"":-0.579304038497624,""z_RMS"":-0.5659114167269081,""z_SW"":-0.4851205015292653},""C"":{""actual_mix_id"":""mix_6f8b655d7999"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s2.wav"",""presentation_label"":""C"",""stimulus_id"":""id_like_to_know_pxl_s2"",""z_CF"":-1.1874673519330532,""z_RMS"":0.5329997864789321,""z_SW"":-0.7637519766505488},""D"":{""actual_mix_id"":""mix_b393d3919c78"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s7.wav"",""presentation_label"":""D"",""stimulus_id"":""id_like_to_know_pxl_s7"",""z_CF"":-0.6188407399054331,""z_RMS"":-0.867056238017743,""z_SW"":-0.3229009373128245},""E"":{""actual_mix_id"":""mix_82d60d7c7fc5"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s5.wav"",""presentation_label"":""E"",""stimulus_id"":""id_like_to_know_pxl_s5"",""z_CF"":-0.1527662554529231,""z_RMS"":-0.3583378408524605,""z_SW"":0.7972705919658362}}"
P016__heldout__P016__trial_06__personalised_history__phase6d_prompt_spec_v1,P016__heldout__P016__trial_06,P016,group_01,P016__trial_06,EDR-1,id_like_to_know,personalised_history,61,73,45,55,55,B,"[""B""]","{""A"":2.0,""B"":1.0,""C"":5.0,""D"":3.5,""E"":3.5}",non_top_tie,1,"{""A"":{""actual_mix_id"":""mix_65f41f41d3ab"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s3.wav"",""presentation_label"":""A"",""stimulus_id"":""id_like_to_know_pxl_s3"",""z_CF"":-1.065060189455143,""z_RMS"":0.3234844364321996,""z_SW"":-1.1651773700507613},""B"":{""actual_mix_id"":""mix_9ffcd672af17"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s1.wav"",""presentation_label"":""B"",""stimulus_id"":""id_like_to_know_pxl_s1"",""z_CF"":-0.579304038497624,""z_RMS"":-0.5659114167269081,""z_SW"":-0.4851205015292653},""C"":{""actual_mix_id"":""mix_6f8b655d7999"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s2.wav"",""presentation_label"":""C"",""stimulus_id"":""id_like_to_know_pxl_s2"",""z_CF"":-1.1874673519330532,""z_RMS"":0.5329997864789321,""z_SW"":-0.7637519766505488},""D"":{""actual_mix_id"":""mix_b393d3919c78"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s7.wav"",""presentation_label"":""D"",""stimulus_id"":""id_like_to_know_pxl_s7"",""z_CF"":-0.6188407399054331,""z_RMS"":-0.867056238017743,""z_SW"":-0.3229009373128245},""E"":{""actual_mix_id"":""mix_82d60d7c7fc5"",""audio_path"":""assets/audio/study-stimuli/main-study/group_01/song_b_id_like_to_know/pxl_s5.wav"",""presentation_label"":""E"",""stimulus_id"":""id_like_to_know_pxl_s5"",""z_CF"":-0.1527662554529231,""z_RMS"":-0.3583378408524605,""z_SW"":0.7972705919658362}}"
P017__heldout__P017__trial_01__non_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_01,P017,group_02,P017__trial_01,EDR-2,in_the_meantime,non_history,100,71,21,49,0,A,"[""A""]","{""A"":1.0,""B"":2.0,""C"":4.0,""D"":3.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_c7bdcba64775"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_b.wav"",""presentation_label"":""A"",""stimulus_id"":""in_the_meantime_qut_b"",""z_CF"":-0.1978340618743536,""z_RMS"":-0.6698107538710293,""z_SW"":-1.5468197375217057},""B"":{""actual_mix_id"":""mix_302f0efe8a80"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_h.wav"",""presentation_label"":""B"",""stimulus_id"":""in_the_meantime_du_h"",""z_CF"":0.2719152524959843,""z_RMS"":0.6887214233465396,""z_SW"":-0.8693704120952901},""C"":{""actual_mix_id"":""mix_56e65a3ce054"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_k.wav"",""presentation_label"":""C"",""stimulus_id"":""in_the_meantime_du_k"",""z_CF"":1.7918041562064675,""z_RMS"":-1.1193186569455127,""z_SW"":0.9713104079970216},""D"":{""actual_mix_id"":""mix_9baa86357fd4"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_i.wav"",""presentation_label"":""D"",""stimulus_id"":""in_the_meantime_du_i"",""z_CF"":1.9187185345499165,""z_RMS"":-1.8990066727669184,""z_SW"":0.5415536857115313},""E"":{""actual_mix_id"":""mix_cdaef40f2b94"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_pro.wav"",""presentation_label"":""E"",""stimulus_id"":""in_the_meantime_qut_pro"",""z_CF"":-1.4346341192827423,""z_RMS"":-0.6756280657690176,""z_SW"":1.8511013279434223}}"
P017__heldout__P017__trial_01__personalised_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_01,P017,group_02,P017__trial_01,EDR-2,in_the_meantime,personalised_history,100,71,21,49,0,A,"[""A""]","{""A"":1.0,""B"":2.0,""C"":4.0,""D"":3.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_c7bdcba64775"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_b.wav"",""presentation_label"":""A"",""stimulus_id"":""in_the_meantime_qut_b"",""z_CF"":-0.1978340618743536,""z_RMS"":-0.6698107538710293,""z_SW"":-1.5468197375217057},""B"":{""actual_mix_id"":""mix_302f0efe8a80"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_h.wav"",""presentation_label"":""B"",""stimulus_id"":""in_the_meantime_du_h"",""z_CF"":0.2719152524959843,""z_RMS"":0.6887214233465396,""z_SW"":-0.8693704120952901},""C"":{""actual_mix_id"":""mix_56e65a3ce054"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_k.wav"",""presentation_label"":""C"",""stimulus_id"":""in_the_meantime_du_k"",""z_CF"":1.7918041562064675,""z_RMS"":-1.1193186569455127,""z_SW"":0.9713104079970216},""D"":{""actual_mix_id"":""mix_9baa86357fd4"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_i.wav"",""presentation_label"":""D"",""stimulus_id"":""in_the_meantime_du_i"",""z_CF"":1.9187185345499165,""z_RMS"":-1.8990066727669184,""z_SW"":0.5415536857115313},""E"":{""actual_mix_id"":""mix_cdaef40f2b94"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_pro.wav"",""presentation_label"":""E"",""stimulus_id"":""in_the_meantime_qut_pro"",""z_CF"":-1.4346341192827423,""z_RMS"":-0.6756280657690176,""z_SW"":1.8511013279434223}}"
P017__heldout__P017__trial_02__non_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_02,P017,group_02,P017__trial_02,EDR-2,pouring_room,non_history,100,100,73,100,73,,"[""A"",""B"",""D""]","{""A"":2.0,""B"":2.0,""C"":4.5,""D"":2.0,""E"":4.5}",top_rating_tie,3,"{""A"":{""actual_mix_id"":""mix_e08faaf8bbb3"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_v.wav"",""presentation_label"":""A"",""stimulus_id"":""pouring_room_mcg_v"",""z_CF"":1.112208706920678,""z_RMS"":0.2009523983216312,""z_SW"":-0.2814967551013548},""B"":{""actual_mix_id"":""mix_0ba76f420c1d"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_r.wav"",""presentation_label"":""B"",""stimulus_id"":""pouring_room_mcg_r"",""z_CF"":-0.521538265731174,""z_RMS"":0.2249858589620197,""z_SW"":0.8057256670690561},""C"":{""actual_mix_id"":""mix_cbf8555ee2b2"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_x.wav"",""presentation_label"":""C"",""stimulus_id"":""pouring_room_mcg_x"",""z_CF"":0.780552768870155,""z_RMS"":0.4494273963527286,""z_SW"":0.8086566197405122},""D"":{""actual_mix_id"":""mix_be2ccd4c43ff"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_t.wav"",""presentation_label"":""D"",""stimulus_id"":""pouring_room_mcg_t"",""z_CF"":1.1238301932737935,""z_RMS"":-0.0814371595061495,""z_SW"":1.926895983278192},""E"":{""actual_mix_id"":""mix_132e75f34470"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_pro1.wav"",""presentation_label"":""E"",""stimulus_id"":""pouring_room_mcg_pro1"",""z_CF"":0.1366958746221527,""z_RMS"":1.177821012274786,""z_SW"":-0.3534041622732912}}"
P017__heldout__P017__trial_02__personalised_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_02,P017,group_02,P017__trial_02,EDR-2,pouring_room,personalised_history,100,100,73,100,73,,"[""A"",""B"",""D""]","{""A"":2.0,""B"":2.0,""C"":4.5,""D"":2.0,""E"":4.5}",top_rating_tie,3,"{""A"":{""actual_mix_id"":""mix_e08faaf8bbb3"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_v.wav"",""presentation_label"":""A"",""stimulus_id"":""pouring_room_mcg_v"",""z_CF"":1.112208706920678,""z_RMS"":0.2009523983216312,""z_SW"":-0.2814967551013548},""B"":{""actual_mix_id"":""mix_0ba76f420c1d"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_r.wav"",""presentation_label"":""B"",""stimulus_id"":""pouring_room_mcg_r"",""z_CF"":-0.521538265731174,""z_RMS"":0.2249858589620197,""z_SW"":0.8057256670690561},""C"":{""actual_mix_id"":""mix_cbf8555ee2b2"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_x.wav"",""presentation_label"":""C"",""stimulus_id"":""pouring_room_mcg_x"",""z_CF"":0.780552768870155,""z_RMS"":0.4494273963527286,""z_SW"":0.8086566197405122},""D"":{""actual_mix_id"":""mix_be2ccd4c43ff"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_t.wav"",""presentation_label"":""D"",""stimulus_id"":""pouring_room_mcg_t"",""z_CF"":1.1238301932737935,""z_RMS"":-0.0814371595061495,""z_SW"":1.926895983278192},""E"":{""actual_mix_id"":""mix_132e75f34470"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_pro1.wav"",""presentation_label"":""E"",""stimulus_id"":""pouring_room_mcg_pro1"",""z_CF"":0.1366958746221527,""z_RMS"":1.177821012274786,""z_SW"":-0.3534041622732912}}"
P017__heldout__P017__trial_03__non_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_03,P017,group_02,P017__trial_03,EDR-1,pouring_room,non_history,49,88,100,75,0,C,"[""C""]","{""A"":4.0,""B"":2.0,""C"":1.0,""D"":3.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_e08faaf8bbb3"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_v.wav"",""presentation_label"":""A"",""stimulus_id"":""pouring_room_mcg_v"",""z_CF"":1.112208706920678,""z_RMS"":0.2009523983216312,""z_SW"":-0.2814967551013548},""B"":{""actual_mix_id"":""mix_cbf8555ee2b2"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_x.wav"",""presentation_label"":""B"",""stimulus_id"":""pouring_room_mcg_x"",""z_CF"":0.780552768870155,""z_RMS"":0.4494273963527286,""z_SW"":0.8086566197405122},""C"":{""actual_mix_id"":""mix_132e75f34470"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_pro1.wav"",""presentation_label"":""C"",""stimulus_id"":""pouring_room_mcg_pro1"",""z_CF"":0.1366958746221527,""z_RMS"":1.177821012274786,""z_SW"":-0.3534041622732912},""D"":{""actual_mix_id"":""mix_0ba76f420c1d"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_r.wav"",""presentation_label"":""D"",""stimulus_id"":""pouring_room_mcg_r"",""z_CF"":-0.521538265731174,""z_RMS"":0.2249858589620197,""z_SW"":0.8057256670690561},""E"":{""actual_mix_id"":""mix_be2ccd4c43ff"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_t.wav"",""presentation_label"":""E"",""stimulus_id"":""pouring_room_mcg_t"",""z_CF"":1.1238301932737935,""z_RMS"":-0.0814371595061495,""z_SW"":1.926895983278192}}"
P017__heldout__P017__trial_03__personalised_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_03,P017,group_02,P017__trial_03,EDR-1,pouring_room,personalised_history,49,88,100,75,0,C,"[""C""]","{""A"":4.0,""B"":2.0,""C"":1.0,""D"":3.0,""E"":5.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_e08faaf8bbb3"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_v.wav"",""presentation_label"":""A"",""stimulus_id"":""pouring_room_mcg_v"",""z_CF"":1.112208706920678,""z_RMS"":0.2009523983216312,""z_SW"":-0.2814967551013548},""B"":{""actual_mix_id"":""mix_cbf8555ee2b2"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_x.wav"",""presentation_label"":""B"",""stimulus_id"":""pouring_room_mcg_x"",""z_CF"":0.780552768870155,""z_RMS"":0.4494273963527286,""z_SW"":0.8086566197405122},""C"":{""actual_mix_id"":""mix_132e75f34470"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_pro1.wav"",""presentation_label"":""C"",""stimulus_id"":""pouring_room_mcg_pro1"",""z_CF"":0.1366958746221527,""z_RMS"":1.177821012274786,""z_SW"":-0.3534041622732912},""D"":{""actual_mix_id"":""mix_0ba76f420c1d"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_r.wav"",""presentation_label"":""D"",""stimulus_id"":""pouring_room_mcg_r"",""z_CF"":-0.521538265731174,""z_RMS"":0.2249858589620197,""z_SW"":0.8057256670690561},""E"":{""actual_mix_id"":""mix_be2ccd4c43ff"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_b_pouring_room/mcg_t.wav"",""presentation_label"":""E"",""stimulus_id"":""pouring_room_mcg_t"",""z_CF"":1.1238301932737935,""z_RMS"":-0.0814371595061495,""z_SW"":1.926895983278192}}"
P017__heldout__P017__trial_04__non_history__phase6d_prompt_spec_v1,P017__heldout__P017__trial_04,P017,group_02,P017__trial_04,EDR-1,in_the_meantime,non_history,11,0,72,100,24,D,"[""D""]","{""A"":4.0,""B"":5.0,""C"":2.0,""D"":1.0,""E"":3.0}",no_ties,1,"{""A"":{""actual_mix_id"":""mix_c7bdcba64775"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_b.wav"",""presentation_label"":""A"",""stimulus_id"":""in_the_meantime_qut_b"",""z_CF"":-0.1978340618743536,""z_RMS"":-0.6698107538710293,""z_SW"":-1.5468197375217057},""B"":{""actual_mix_id"":""mix_56e65a3ce054"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_k.wav"",""presentation_label"":""B"",""stimulus_id"":""in_the_meantime_du_k"",""z_CF"":1.7918041562064675,""z_RMS"":-1.1193186569455127,""z_SW"":0.9713104079970216},""C"":{""actual_mix_id"":""mix_302f0efe8a80"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_h.wav"",""presentation_label"":""C"",""stimulus_id"":""in_the_meantime_du_h"",""z_CF"":0.2719152524959843,""z_RMS"":0.6887214233465396,""z_SW"":-0.8693704120952901},""D"":{""actual_mix_id"":""mix_cdaef40f2b94"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/qut_pro.wav"",""presentation_label"":""D"",""stimulus_id"":""in_the_meantime_qut_pro"",""z_CF"":-1.4346341192827423,""z_RMS"":-0.6756280657690176,""z_SW"":1.8511013279434223},""E"":{""actual_mix_id"":""mix_9baa86357fd4"",""audio_path"":""assets/audio/study-stimuli/main-study/group_02/song_a_in_the_meantime/du_i.wav"",""presentation_label"":""E"",""stimulus_id"":""in_the_meantime_du_i"",""z_CF"":1.9187185345499165,""z_RMS"":-1.8990066727669184,""z_SW"":0.5415536857115313}}"
