source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,group,episode,song_id,predicted_preferred_mix,actual_top_tie_set,top1_correct,spearman
llm,centaur__personalised_history,centaur,Centaur,personalised_history,P033__heldout__P033__trial_06,P033,group_02,EDR-1,pouring_room,C,E,0,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_01,P001,group_01,FM-1,lead_me,B,E,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_02,P001,group_01,FM-1,id_like_to_know,C,E,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_03,P001,group_01,EDR-2,id_like_to_know,D,B,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_04,P001,group_01,EDR-2,lead_me,E,E,1,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_05,P001,group_01,EDR-1,lead_me,A,C,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P001__heldout__P001__trial_06,P001,group_01,EDR-1,id_like_to_know,A,D,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_01,P002,group_01,EDR-2,id_like_to_know,E,B,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_02,P002,group_01,EDR-2,lead_me,D,B,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_03,P002,group_01,EDR-1,id_like_to_know,B,A,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_04,P002,group_01,EDR-1,lead_me,D,C,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_05,P002,group_01,FM-1,lead_me,E,C,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P002__heldout__P002__trial_06,P002,group_01,FM-1,id_like_to_know,D,C,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_01,P003,group_01,EDR-1,lead_me,D,E,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_02,P003,group_01,EDR-1,id_like_to_know,D,C,0,0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_03,P003,group_01,EDR-2,lead_me,C,D,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_04,P003,group_01,EDR-2,id_like_to_know,C,D,0,0.4
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_05,P003,group_01,FM-1,id_like_to_know,A,D,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P003__heldout__P003__trial_06,P003,group_01,FM-1,lead_me,A,B,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_01,P004,group_01,FM-1,lead_me,C,A,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_02,P004,group_01,FM-1,id_like_to_know,A,E,0,0.11180339887498948
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_03,P004,group_01,EDR-1,id_like_to_know,A,C,0,0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_04,P004,group_01,EDR-1,lead_me,E,D,0,0.7181848464596079
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_05,P004,group_01,EDR-2,id_like_to_know,E,D,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P004__heldout__P004__trial_06,P004,group_01,EDR-2,lead_me,A,E,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_01,P005,group_02,FM-1,in_the_meantime,D,A,0,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_02,P005,group_02,FM-1,pouring_room,B,E,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_03,P005,group_02,EDR-2,pouring_room,D,D,1,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_04,P005,group_02,EDR-2,in_the_meantime,D,E,0,-0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_05,P005,group_02,EDR-1,in_the_meantime,D,E,0,-0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P005__heldout__P005__trial_06,P005,group_02,EDR-1,pouring_room,B,E,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_01,P006,group_01,EDR-1,lead_me,E,A,0,0.4
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_02,P006,group_01,EDR-1,id_like_to_know,E,C,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_03,P006,group_01,EDR-2,id_like_to_know,B,B,1,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_04,P006,group_01,EDR-2,lead_me,D,A,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_05,P006,group_01,FM-1,id_like_to_know,D,C,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P006__heldout__P006__trial_06,P006,group_01,FM-1,lead_me,E,B,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_01,P007,group_02,EDR-1,in_the_meantime,C,C,1,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_02,P007,group_02,EDR-1,pouring_room,E,A,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_03,P007,group_02,FM-1,pouring_room,C,C,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_04,P007,group_02,FM-1,in_the_meantime,B,E,0,-0.6668859288553503
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_05,P007,group_02,EDR-2,in_the_meantime,A,C,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P007__heldout__P007__trial_06,P007,group_02,EDR-2,pouring_room,E,A,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_01,P008,group_01,FM-1,lead_me,C,D,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_02,P008,group_01,FM-1,id_like_to_know,A,A,1,0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_03,P008,group_01,EDR-2,lead_me,B,A,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_04,P008,group_01,EDR-2,id_like_to_know,B,D,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_05,P008,group_01,EDR-1,id_like_to_know,B,A,0,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P008__heldout__P008__trial_06,P008,group_01,EDR-1,lead_me,D,A,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_01,P009,group_02,FM-1,pouring_room,E,A,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_02,P009,group_02,FM-1,in_the_meantime,B,D,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_03,P009,group_02,EDR-1,in_the_meantime,D,D,1,0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_04,P009,group_02,EDR-1,pouring_room,C,A,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_05,P009,group_02,EDR-2,pouring_room,A,E,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P009__heldout__P009__trial_06,P009,group_02,EDR-2,in_the_meantime,D,B,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_01,P010,group_01,FM-1,lead_me,A,D,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_02,P010,group_01,FM-1,id_like_to_know,A,C,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_03,P010,group_01,EDR-1,id_like_to_know,B,C,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_04,P010,group_01,EDR-1,lead_me,D,D,1,0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_05,P010,group_01,EDR-2,lead_me,C,A|C,1,0.8207826816681233
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P010__heldout__P010__trial_06,P010,group_01,EDR-2,id_like_to_know,A,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_01,P011,group_02,EDR-2,in_the_meantime,E,B,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_02,P011,group_02,EDR-2,pouring_room,E,C,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_03,P011,group_02,FM-1,pouring_room,C,A,0,0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_04,P011,group_02,FM-1,in_the_meantime,D,D,1,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_05,P011,group_02,EDR-1,in_the_meantime,C,E,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P011__heldout__P011__trial_06,P011,group_02,EDR-1,pouring_room,B,D,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_01,P012,group_01,EDR-1,lead_me,C,D,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_02,P012,group_01,EDR-1,id_like_to_know,C,D,0,0.5642880936468347
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_03,P012,group_01,EDR-2,lead_me,D,B,0,-0.6708203932499369
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_04,P012,group_01,EDR-2,id_like_to_know,B,C|E,0,-0.3689323936863109
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_05,P012,group_01,FM-1,id_like_to_know,A,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P012__heldout__P012__trial_06,P012,group_01,FM-1,lead_me,D,D,1,0.8207826816681233
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_01,P013,group_02,EDR-1,in_the_meantime,D,C,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_02,P013,group_02,EDR-1,pouring_room,E,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_03,P013,group_02,FM-1,pouring_room,D,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_04,P013,group_02,FM-1,in_the_meantime,B,B|C|D|E,1,-0.35355339059327373
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_05,P013,group_02,EDR-2,pouring_room,E,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P013__heldout__P013__trial_06,P013,group_02,EDR-2,in_the_meantime,C,D,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_01,P014,group_01,EDR-2,lead_me,A,E,0,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_02,P014,group_01,EDR-2,id_like_to_know,B,E,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_03,P014,group_01,FM-1,lead_me,D,E,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_04,P014,group_01,FM-1,id_like_to_know,C,E,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_05,P014,group_01,EDR-1,id_like_to_know,B,E,0,0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P014__heldout__P014__trial_06,P014,group_01,EDR-1,lead_me,C,E,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_01,P015,group_01,EDR-1,lead_me,C,A,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_02,P015,group_01,EDR-1,id_like_to_know,A,D,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_03,P015,group_01,EDR-2,id_like_to_know,A,D,0,-0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_04,P015,group_01,EDR-2,lead_me,E,A,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_05,P015,group_01,FM-1,lead_me,D,E,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P015__heldout__P015__trial_06,P015,group_01,FM-1,id_like_to_know,A,B,0,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_01,P016,group_01,FM-1,lead_me,D,D,1,0.8207826816681233
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_02,P016,group_01,FM-1,id_like_to_know,A,C,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_03,P016,group_01,EDR-2,id_like_to_know,A,C,0,0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_04,P016,group_01,EDR-2,lead_me,C,E,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_05,P016,group_01,EDR-1,lead_me,C,C,1,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P016__heldout__P016__trial_06,P016,group_01,EDR-1,id_like_to_know,E,B,0,-0.41039134083406165
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_01,P017,group_02,EDR-2,in_the_meantime,C,A,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_02,P017,group_02,EDR-2,pouring_room,D,A|B|D,1,0.5773502691896257
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_03,P017,group_02,EDR-1,pouring_room,B,C,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_04,P017,group_02,EDR-1,in_the_meantime,C,D,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_05,P017,group_02,FM-1,pouring_room,C,C,1,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P017__heldout__P017__trial_06,P017,group_02,FM-1,in_the_meantime,A,B,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_01,P018,group_02,EDR-2,pouring_room,E,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_02,P018,group_02,EDR-2,in_the_meantime,D,D,1,0.15389675281277312
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_03,P018,group_02,FM-1,pouring_room,E,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_04,P018,group_02,FM-1,in_the_meantime,B,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_05,P018,group_02,EDR-1,pouring_room,B,A|B|C|D|E,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P018__heldout__P018__trial_06,P018,group_02,EDR-1,in_the_meantime,C,B,0,-0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_01,P019,group_02,EDR-2,in_the_meantime,A,D,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_02,P019,group_02,EDR-2,pouring_room,A,A,1,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_03,P019,group_02,EDR-1,in_the_meantime,A,A,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_04,P019,group_02,EDR-1,pouring_room,E,B,0,-0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_05,P019,group_02,FM-1,in_the_meantime,A,A,1,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P019__heldout__P019__trial_06,P019,group_02,FM-1,pouring_room,E,E,1,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_01,P020,group_02,FM-1,in_the_meantime,B,D,0,-0.4
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_02,P020,group_02,FM-1,pouring_room,D,A,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_03,P020,group_02,EDR-2,in_the_meantime,C,C,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_04,P020,group_02,EDR-2,pouring_room,C,D,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_05,P020,group_02,EDR-1,in_the_meantime,C,D,0,-0.5642880936468347
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P020__heldout__P020__trial_06,P020,group_02,EDR-1,pouring_room,B,A,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_01,P021,group_01,EDR-1,lead_me,C,C,1,0.8207826816681233
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_02,P021,group_01,EDR-1,id_like_to_know,D,C,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_03,P021,group_01,FM-1,id_like_to_know,A,C|E,0,-0.6668859288553503
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_04,P021,group_01,FM-1,lead_me,D,A,0,-0.05270462766947299
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_05,P021,group_01,EDR-2,lead_me,C,A|B|E,0,-0.7826237921249264
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P021__heldout__P021__trial_06,P021,group_01,EDR-2,id_like_to_know,A,B|C,0,0.10540925533894598
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_01,P022,group_01,EDR-2,id_like_to_know,B,E,0,-0.4
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_02,P022,group_01,EDR-2,lead_me,E,C,0,0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_03,P022,group_01,FM-1,lead_me,A,B,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_04,P022,group_01,FM-1,id_like_to_know,A,D,0,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_05,P022,group_01,EDR-1,lead_me,C,B,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P022__heldout__P022__trial_06,P022,group_01,EDR-1,id_like_to_know,C,B,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_01,P023,group_02,FM-1,pouring_room,C,C,1,0.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_02,P023,group_02,FM-1,in_the_meantime,D,D,1,0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_03,P023,group_02,EDR-1,in_the_meantime,B,A,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_04,P023,group_02,EDR-1,pouring_room,E,C,0,-0.4
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_05,P023,group_02,EDR-2,pouring_room,A,D,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P023__heldout__P023__trial_06,P023,group_02,EDR-2,in_the_meantime,B,A,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_01,P024,group_01,FM-1,id_like_to_know,D,E,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_02,P024,group_01,FM-1,lead_me,C,C,1,0.7
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_03,P024,group_01,EDR-1,id_like_to_know,C,A,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_04,P024,group_01,EDR-1,lead_me,E,A,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_05,P024,group_01,EDR-2,id_like_to_know,D,A,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P024__heldout__P024__trial_06,P024,group_01,EDR-2,lead_me,B,A,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_01,P025,group_01,EDR-1,id_like_to_know,C,E,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_02,P025,group_01,EDR-1,lead_me,A,B,0,-0.3
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_03,P025,group_01,FM-1,id_like_to_know,C,A,0,0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_04,P025,group_01,FM-1,lead_me,E,C,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_05,P025,group_01,EDR-2,lead_me,A,C,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P025__heldout__P025__trial_06,P025,group_01,EDR-2,id_like_to_know,D,B,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_01,P026,group_02,EDR-2,in_the_meantime,A,C,0,-0.8
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_02,P026,group_02,EDR-2,pouring_room,C,B,0,0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_03,P026,group_02,EDR-1,pouring_room,E,D,0,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_04,P026,group_02,EDR-1,in_the_meantime,C,B,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_05,P026,group_02,FM-1,pouring_room,E,D,0,-0.1
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P026__heldout__P026__trial_06,P026,group_02,FM-1,in_the_meantime,C,B,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_01,P027,group_02,FM-1,pouring_room,E,A,0,-0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_02,P027,group_02,FM-1,in_the_meantime,C,C,1,0.2
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_03,P027,group_02,EDR-1,pouring_room,B,A,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_04,P027,group_02,EDR-1,in_the_meantime,C,B,0,-0.5
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_05,P027,group_02,EDR-2,in_the_meantime,E,D,0,-0.6
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P027__heldout__P027__trial_06,P027,group_02,EDR-2,pouring_room,A,B,0,-1.0
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_01,P028,group_01,EDR-2,id_like_to_know,C,D,0,-0.9
llm,claude_sonnet__non_history,claude_sonnet,Claude Sonnet 5,non_history,P028__heldout__P028__trial_02,P028,group_01,EDR-2,lead_me,D,A,0,0.1
