trial_id,presentation_label,phase3_stimulus_id,phase6b_stimulus_id,phase3_mix_id,phase6b_mix_id,phase3_observed_rating,phase6b_human_rating,stimulus_match,mix_match,rating_match,aligned
P007__trial_01,E,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,10.0,10,True,True,True,True
P007__trial_02,A,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,100.0,100,True,True,True,True
P007__trial_02,B,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,58.0,58,True,True,True,True
P007__trial_02,C,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,0.0,0,True,True,True,True
P007__trial_02,D,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,73.0,73,True,True,True,True
P007__trial_02,E,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,19.0,19,True,True,True,True
P007__trial_03,A,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,81.0,81,True,True,True,True
P007__trial_03,B,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,58.0,58,True,True,True,True
P007__trial_03,C,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,100.0,100,True,True,True,True
P007__trial_03,D,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,2.0,2,True,True,True,True
P007__trial_03,E,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,22.0,22,True,True,True,True
P007__trial_04,A,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,0.0,0,True,True,True,True
P007__trial_04,B,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,53.0,53,True,True,True,True
P007__trial_04,C,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,0.0,0,True,True,True,True
P007__trial_04,D,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,79.0,79,True,True,True,True
P007__trial_04,E,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,100.0,100,True,True,True,True
P007__trial_05,A,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,0.0,0,True,True,True,True
P007__trial_05,B,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,72.0,72,True,True,True,True
P007__trial_05,C,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,100.0,100,True,True,True,True
P007__trial_05,D,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,15.0,15,True,True,True,True
P007__trial_05,E,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,50.0,50,True,True,True,True
P007__trial_06,A,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,100.0,100,True,True,True,True
P007__trial_06,B,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,72.0,72,True,True,True,True
P007__trial_06,C,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,62.0,62,True,True,True,True
P007__trial_06,D,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,80.0,80,True,True,True,True
P007__trial_06,E,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,0.0,0,True,True,True,True
P008__trial_01,A,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,9.0,9,True,True,True,True
P008__trial_01,B,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,27.0,27,True,True,True,True
P008__trial_01,C,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,56.0,56,True,True,True,True
P008__trial_01,D,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,63.0,63,True,True,True,True
P008__trial_01,E,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,18.0,18,True,True,True,True
P008__trial_02,A,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,66.0,66,True,True,True,True
P008__trial_02,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,26.0,26,True,True,True,True
P008__trial_02,C,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,35.0,35,True,True,True,True
P008__trial_02,D,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,51.0,51,True,True,True,True
P008__trial_02,E,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,4.0,4,True,True,True,True
P008__trial_03,A,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,71.0,71,True,True,True,True
P008__trial_03,B,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,31.0,31,True,True,True,True
P008__trial_03,C,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,8.0,8,True,True,True,True
P008__trial_03,D,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,48.0,48,True,True,True,True
P008__trial_03,E,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,17.0,17,True,True,True,True
P008__trial_04,A,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,48.0,48,True,True,True,True
P008__trial_04,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,16.0,16,True,True,True,True
P008__trial_04,C,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,63.0,63,True,True,True,True
P008__trial_04,D,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,77.0,77,True,True,True,True
P008__trial_04,E,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,25.0,25,True,True,True,True
P008__trial_05,A,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,90.0,90,True,True,True,True
P008__trial_05,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,33.0,33,True,True,True,True
P008__trial_05,C,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,45.0,45,True,True,True,True
P008__trial_05,D,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,66.0,66,True,True,True,True
P008__trial_05,E,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,22.0,22,True,True,True,True
P008__trial_06,A,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,93.0,93,True,True,True,True
P008__trial_06,B,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,26.0,26,True,True,True,True
P008__trial_06,C,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,38.0,38,True,True,True,True
P008__trial_06,D,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,49.0,49,True,True,True,True
P008__trial_06,E,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,73.0,73,True,True,True,True
P009__trial_01,A,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,100.0,100,True,True,True,True
P009__trial_01,B,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,0.0,0,True,True,True,True
P009__trial_01,C,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,26.0,26,True,True,True,True
P009__trial_01,D,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,76.0,76,True,True,True,True
P009__trial_01,E,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,52.0,52,True,True,True,True
P009__trial_02,A,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,18.0,18,True,True,True,True
P009__trial_02,B,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,45.0,45,True,True,True,True
P009__trial_02,C,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,72.0,72,True,True,True,True
P009__trial_02,D,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,98.0,98,True,True,True,True
P009__trial_02,E,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,0.0,0,True,True,True,True
P009__trial_03,A,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,27.0,27,True,True,True,True
P009__trial_03,B,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,45.0,45,True,True,True,True
P009__trial_03,C,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,68.0,68,True,True,True,True
P009__trial_03,D,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,88.0,88,True,True,True,True
P009__trial_03,E,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,8.0,8,True,True,True,True
P009__trial_04,A,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,91.0,91,True,True,True,True
P009__trial_04,B,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,70.0,70,True,True,True,True
P009__trial_04,C,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,25.0,25,True,True,True,True
P009__trial_04,D,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,4.0,4,True,True,True,True
P009__trial_04,E,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,47.0,47,True,True,True,True
P009__trial_05,A,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,51.0,51,True,True,True,True
P009__trial_05,B,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,24.0,24,True,True,True,True
P009__trial_05,C,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,96.0,96,True,True,True,True
P009__trial_05,D,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,76.0,76,True,True,True,True
P009__trial_05,E,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,98.0,98,True,True,True,True
P009__trial_06,A,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,52.0,52,True,True,True,True
P009__trial_06,B,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,97.0,97,True,True,True,True
P009__trial_06,C,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,62.0,62,True,True,True,True
P009__trial_06,D,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,73.0,73,True,True,True,True
P009__trial_06,E,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,89.0,89,True,True,True,True
P010__trial_01,A,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,87.0,87,True,True,True,True
P010__trial_01,B,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,93.0,93,True,True,True,True
P010__trial_01,C,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,77.0,77,True,True,True,True
P010__trial_01,D,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,100.0,100,True,True,True,True
P010__trial_01,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,68.0,68,True,True,True,True
P010__trial_02,A,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,89.0,89,True,True,True,True
P010__trial_02,B,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,76.0,76,True,True,True,True
P010__trial_02,C,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,100.0,100,True,True,True,True
P010__trial_02,D,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,63.0,63,True,True,True,True
P010__trial_02,E,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,51.0,51,True,True,True,True
P010__trial_03,A,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,90.0,90,True,True,True,True
P010__trial_03,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,82.0,82,True,True,True,True
P010__trial_03,C,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,100.0,100,True,True,True,True
P010__trial_03,D,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,74.0,74,True,True,True,True
P010__trial_03,E,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,67.0,67,True,True,True,True
P010__trial_04,A,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,91.0,91,True,True,True,True
P010__trial_04,B,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,64.0,64,True,True,True,True
P010__trial_04,C,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,44.0,44,True,True,True,True
P010__trial_04,D,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,100.0,100,True,True,True,True
P010__trial_04,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,72.0,72,True,True,True,True
P010__trial_05,A,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,100.0,100,True,True,True,True
P010__trial_05,B,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,62.0,62,True,True,True,True
P010__trial_05,C,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,100.0,100,True,True,True,True
P010__trial_05,D,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,82.0,82,True,True,True,True
P010__trial_05,E,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,89.0,89,True,True,True,True
P010__trial_06,A,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,100.0,100,True,True,True,True
P010__trial_06,B,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,100.0,100,True,True,True,True
P010__trial_06,C,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,100.0,100,True,True,True,True
P010__trial_06,D,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,100.0,100,True,True,True,True
P010__trial_06,E,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,100.0,100,True,True,True,True
P011__trial_01,A,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,0.0,0,True,True,True,True
P011__trial_01,B,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,97.0,97,True,True,True,True
P011__trial_01,C,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,90.0,90,True,True,True,True
P011__trial_01,D,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,72.0,72,True,True,True,True
P011__trial_01,E,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,21.0,21,True,True,True,True
P011__trial_02,A,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,69.0,69,True,True,True,True
P011__trial_02,B,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,80.0,80,True,True,True,True
P011__trial_02,C,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,100.0,100,True,True,True,True
P011__trial_02,D,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,0.0,0,True,True,True,True
P011__trial_02,E,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,18.0,18,True,True,True,True
P011__trial_03,A,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,100.0,100,True,True,True,True
P011__trial_03,B,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,71.0,71,True,True,True,True
P011__trial_03,C,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,79.0,79,True,True,True,True
P011__trial_03,D,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,63.0,63,True,True,True,True
P011__trial_03,E,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,6.0,6,True,True,True,True
P011__trial_04,A,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,79.0,79,True,True,True,True
P011__trial_04,B,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,0.0,0,True,True,True,True
P011__trial_04,C,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,19.0,19,True,True,True,True
P011__trial_04,D,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,100.0,100,True,True,True,True
P011__trial_04,E,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,61.0,61,True,True,True,True
P011__trial_05,A,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,0.0,0,True,True,True,True
P011__trial_05,B,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,16.0,16,True,True,True,True
P011__trial_05,C,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,76.0,76,True,True,True,True
P011__trial_05,D,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,55.0,55,True,True,True,True
P011__trial_05,E,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,100.0,100,True,True,True,True
P011__trial_06,A,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,83.0,83,True,True,True,True
P011__trial_06,B,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,34.0,34,True,True,True,True
P011__trial_06,C,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,0.0,0,True,True,True,True
P011__trial_06,D,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,100.0,100,True,True,True,True
P011__trial_06,E,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,64.0,64,True,True,True,True
P012__trial_01,A,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,72.0,72,True,True,True,True
P012__trial_01,B,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,63.0,63,True,True,True,True
P012__trial_01,C,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,0.0,0,True,True,True,True
P012__trial_01,D,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,100.0,100,True,True,True,True
P012__trial_01,E,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,12.0,12,True,True,True,True
P012__trial_02,A,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,0.0,0,True,True,True,True
P012__trial_02,B,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,1.0,1,True,True,True,True
P012__trial_02,C,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,2.0,2,True,True,True,True
P012__trial_02,D,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,6.0,6,True,True,True,True
P012__trial_02,E,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,0.0,0,True,True,True,True
P012__trial_03,A,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,0.0,0,True,True,True,True
P012__trial_03,B,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,4.0,4,True,True,True,True
P012__trial_03,C,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,3.0,3,True,True,True,True
P012__trial_03,D,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,0.0,0,True,True,True,True
P012__trial_03,E,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,0.0,0,True,True,True,True
P012__trial_04,A,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,5.0,5,True,True,True,True
P012__trial_04,B,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,8.0,8,True,True,True,True
P012__trial_04,C,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,9.0,9,True,True,True,True
P012__trial_04,D,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,8.0,8,True,True,True,True
P012__trial_04,E,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,9.0,9,True,True,True,True
P012__trial_05,A,id_like_to_know_pxl_s5,id_like_to_know_pxl_s5,mix_82d60d7c7fc5,mix_82d60d7c7fc5,0.0,0,True,True,True,True
P012__trial_05,B,id_like_to_know_pxl_s3,id_like_to_know_pxl_s3,mix_65f41f41d3ab,mix_65f41f41d3ab,0.0,0,True,True,True,True
P012__trial_05,C,id_like_to_know_pxl_s7,id_like_to_know_pxl_s7,mix_b393d3919c78,mix_b393d3919c78,0.0,0,True,True,True,True
P012__trial_05,D,id_like_to_know_pxl_s1,id_like_to_know_pxl_s1,mix_9ffcd672af17,mix_9ffcd672af17,0.0,0,True,True,True,True
P012__trial_05,E,id_like_to_know_pxl_s2,id_like_to_know_pxl_s2,mix_6f8b655d7999,mix_6f8b655d7999,0.0,0,True,True,True,True
P012__trial_06,A,lead_me_pxl_l1,lead_me_pxl_l1,mix_d5b28dfc8a93,mix_d5b28dfc8a93,0.0,0,True,True,True,True
P012__trial_06,B,lead_me_mcg_pro2,lead_me_mcg_pro2,mix_d3e3580b6e30,mix_d3e3580b6e30,0.0,0,True,True,True,True
P012__trial_06,C,lead_me_pxl_l4,lead_me_pxl_l4,mix_c7d9a071ba25,mix_c7d9a071ba25,74.0,74,True,True,True,True
P012__trial_06,D,lead_me_du_d,lead_me_du_d,mix_f1f7973e5bac,mix_f1f7973e5bac,82.0,82,True,True,True,True
P012__trial_06,E,lead_me_du_e,lead_me_du_e,mix_271852ba8676,mix_271852ba8676,2.0,2,True,True,True,True
P013__trial_01,A,in_the_meantime_qut_b,in_the_meantime_qut_b,mix_c7bdcba64775,mix_c7bdcba64775,91.0,91,True,True,True,True
P013__trial_01,B,in_the_meantime_du_k,in_the_meantime_du_k,mix_56e65a3ce054,mix_56e65a3ce054,25.0,25,True,True,True,True
P013__trial_01,C,in_the_meantime_qut_pro,in_the_meantime_qut_pro,mix_cdaef40f2b94,mix_cdaef40f2b94,100.0,100,True,True,True,True
P013__trial_01,D,in_the_meantime_du_h,in_the_meantime_du_h,mix_302f0efe8a80,mix_302f0efe8a80,76.0,76,True,True,True,True
P013__trial_01,E,in_the_meantime_du_i,in_the_meantime_du_i,mix_9baa86357fd4,mix_9baa86357fd4,82.0,82,True,True,True,True
P013__trial_02,A,pouring_room_mcg_r,pouring_room_mcg_r,mix_0ba76f420c1d,mix_0ba76f420c1d,75.0,75,True,True,True,True
P013__trial_02,B,pouring_room_mcg_v,pouring_room_mcg_v,mix_e08faaf8bbb3,mix_e08faaf8bbb3,75.0,75,True,True,True,True
P013__trial_02,C,pouring_room_mcg_t,pouring_room_mcg_t,mix_be2ccd4c43ff,mix_be2ccd4c43ff,75.0,75,True,True,True,True
P013__trial_02,D,pouring_room_mcg_pro1,pouring_room_mcg_pro1,mix_132e75f34470,mix_132e75f34470,75.0,75,True,True,True,True
P013__trial_02,E,pouring_room_mcg_x,pouring_room_mcg_x,mix_cbf8555ee2b2,mix_cbf8555ee2b2,75.0,75,True,True,True,True
